T07,"Teaching staff at the primary, secondary and tertiary levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
188,Costa Rica,2015,Teachers at secondary level (thousands),32.9880,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
188,Costa Rica,2015,Pupil-teacher ratio in secondary education,13.9521,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
188,Costa Rica,2018,Teachers at primary level (thousands),39.6380,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
188,Costa Rica,2018,Pupil-teacher ratio in primary education,12.2047,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
188,Costa Rica,2018,Teachers at secondary level (thousands),38.3550,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
188,Costa Rica,2018,Pupil-teacher ratio in secondary education,12.4278,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2003,Teachers at primary level (thousands),48.3080,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2003,Pupil-teacher ratio in primary education,42.3567,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2009,Teachers at primary level (thousands),56.5750,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2009,Pupil-teacher ratio in primary education,42.1274,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2010,Teachers at tertiary level (thousands),10.1430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2010,Pupil-teacher ratio in tertiary education,14.2236,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2014,Teachers at primary level (thousands),74.7030,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2014,Pupil-teacher ratio in primary education,42.5267,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2014,Teachers at secondary level (thousands),63.6020,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2014,Pupil-teacher ratio in secondary education,22.3006,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2014,Teachers at tertiary level (thousands),19.4940,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2014,Pupil-teacher ratio in tertiary education,9.0543,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2015,Teachers at primary level (thousands),80.1550,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2015,Pupil-teacher ratio in primary education,42.0505,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2015,Teachers at tertiary level (thousands),18.7310,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2015,Pupil-teacher ratio in tertiary education,10.2872,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2017,Teachers at primary level (thousands),88.9100,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2017,Pupil-teacher ratio in primary education,42.4265,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2017,Teachers at secondary level (thousands),72.1340,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2017,Pupil-teacher ratio in secondary education,26.3155,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2017,Teachers at tertiary level (thousands),18.6660,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2017,Pupil-teacher ratio in tertiary education,11.6744,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2018,Teachers at primary level (thousands),93.2570,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2018,Pupil-teacher ratio in primary education,41.8223,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2018,Teachers at secondary level (thousands),74.7960,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
384,Côte d’Ivoire,2018,Pupil-teacher ratio in secondary education,27.2811,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2005,Teachers at primary level (thousands),11.1980,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2005,Pupil-teacher ratio in primary education,17.5257,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2005,Teachers at secondary level (thousands),39.4720,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2005,Pupil-teacher ratio in secondary education,10.1369,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2010,Teachers at primary level (thousands),11.7460,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2010,Pupil-teacher ratio in primary education,14.2561,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2010,Teachers at secondary level (thousands),47.6730,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2010,Pupil-teacher ratio in secondary education,8.1496,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2010,Teachers at tertiary level (thousands),15.7210,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2010,Pupil-teacher ratio in tertiary education,9.5320,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2015,Teachers at primary level (thousands),11.8490,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2015,Pupil-teacher ratio in primary education,13.7020,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2015,Teachers at secondary level (thousands),51.2140,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2015,Pupil-teacher ratio in secondary education,7.0333,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2015,Teachers at tertiary level (thousands),16.1210,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2015,Pupil-teacher ratio in tertiary education,10.0504,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2016,Teachers at primary level (thousands),12.0330,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2016,Pupil-teacher ratio in primary education,13.5061,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2016,Teachers at secondary level (thousands),51.8430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2016,Pupil-teacher ratio in secondary education,6.7322,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2016,Teachers at tertiary level (thousands),16.5930,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
191,Croatia,2016,Pupil-teacher ratio in tertiary education,9.7642,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2005,Teachers at primary level (thousands),86.8270,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2005,Pupil-teacher ratio in primary education,10.3084,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2005,Teachers at secondary level (thousands),84.8270,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2005,Pupil-teacher ratio in secondary education,11.0518,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2005,Teachers at tertiary level (thousands),91.0870,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2005,Pupil-teacher ratio in tertiary education,5.1803,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2010,Teachers at primary level (thousands),93.4140,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2010,Pupil-teacher ratio in primary education,9.1287,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2010,Teachers at secondary level (thousands),85.4760,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2010,Pupil-teacher ratio in secondary education,9.4635,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2010,Teachers at tertiary level (thousands),152.8010,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2010,Pupil-teacher ratio in tertiary education,5.2413,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2015,Teachers at primary level (thousands),83.7980,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2015,Pupil-teacher ratio in primary education,8.8992,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2015,Teachers at secondary level (thousands),91.2890,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2015,Pupil-teacher ratio in secondary education,9.0378,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2015,Teachers at tertiary level (thousands),56.8680,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2015,Pupil-teacher ratio in tertiary education,4.5968,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2018,Teachers at primary level (thousands),80.9220,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2018,Pupil-teacher ratio in primary education,9.1603,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2018,Teachers at secondary level (thousands),82.5490,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2018,Pupil-teacher ratio in secondary education,9.6313,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2018,Teachers at tertiary level (thousands),61.7370,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
192,Cuba,2018,Pupil-teacher ratio in tertiary education,4.7950,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2005,Teachers at primary level (thousands),3.4550,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2005,Pupil-teacher ratio in primary education,17.7271,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2005,Teachers at secondary level (thousands),5.6940,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2005,Pupil-teacher ratio in secondary education,11.2914,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2005,Teachers at tertiary level (thousands),1.4510,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2005,Pupil-teacher ratio in tertiary education,13.8374,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2010,Teachers at primary level (thousands),3.9850,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2010,Pupil-teacher ratio in primary education,13.7531,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2010,Teachers at secondary level (thousands),6.5260,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2010,Pupil-teacher ratio in secondary education,9.7551,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2010,Teachers at tertiary level (thousands),2.5530,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2010,Pupil-teacher ratio in tertiary education,12.6255,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2015,Teachers at primary level (thousands),4.5130,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2015,Pupil-teacher ratio in primary education,11.9151,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2015,Teachers at secondary level (thousands),5.5210,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2015,Pupil-teacher ratio in secondary education,10.3534,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2015,Teachers at tertiary level (thousands),2.9370,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2015,Pupil-teacher ratio in tertiary education,12.6544,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2017,Teachers at primary level (thousands),4.6400,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2017,Pupil-teacher ratio in primary education,12.0392,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2017,Teachers at secondary level (thousands),6.6430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2017,Pupil-teacher ratio in secondary education,8.3113,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2017,Teachers at tertiary level (thousands),3.2530,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
196,Cyprus,2017,Pupil-teacher ratio in tertiary education,13.9142,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2005,Teachers at primary level (thousands),30.9520,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2005,Pupil-teacher ratio in primary education,16.2455,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2005,Teachers at secondary level (thousands),93.3300,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2005,Pupil-teacher ratio in secondary education,10.4498,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2005,Teachers at tertiary level (thousands),24.2980,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2005,Pupil-teacher ratio in tertiary education,13.8409,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2006,Teachers at primary level (thousands),30.2260,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2006,Pupil-teacher ratio in primary education,15.6577,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2006,Teachers at secondary level (thousands),91.6220,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2006,Pupil-teacher ratio in secondary education,10.5464,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2006,Teachers at tertiary level (thousands),22.5490,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2006,Pupil-teacher ratio in tertiary education,14.9900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2010,Teachers at primary level (thousands),24.7690,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2010,Pupil-teacher ratio in primary education,18.7071,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2010,Teachers at secondary level (thousands),76.2410,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2010,Pupil-teacher ratio in secondary education,10.9763,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2013,Teachers at primary level (thousands),25.9790,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2013,Pupil-teacher ratio in primary education,18.9318,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2013,Teachers at secondary level (thousands),69.3870,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2013,Pupil-teacher ratio in secondary education,11.5485,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2013,Teachers at tertiary level (thousands),16.4260,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
203,Czechia,2013,Pupil-teacher ratio in tertiary education,26.0222,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2009,Teachers at primary level (thousands),70.2980,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2009,Pupil-teacher ratio in primary education,22.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2009,Teachers at secondary level (thousands),123.7020,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2009,Teachers at tertiary level (thousands),69.0820,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2009,Pupil-teacher ratio in tertiary education,8.5866,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2015,Teachers at primary level (thousands),66.1130,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2015,Pupil-teacher ratio in primary education,20.5346,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2015,Teachers at secondary level (thousands),122.9710,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2015,Pupil-teacher ratio in secondary education,17.4705,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2015,Teachers at tertiary level (thousands),62.6180,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2015,Pupil-teacher ratio in tertiary education,9.0286,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2018,Teachers at primary level (thousands),74.2740,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
408,Dem. People's Rep. Korea,2018,Pupil-teacher ratio in primary education,20.3002,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
