china,96.93815000000001,2010-2015,Primary
"china, hong kong sar",109.8198,2010-2015,Primary
"china, macao sar",95.47625,2010-2015,Primary
colombia,115.97345,2010-2015,Primary
comoros,101.1995,2010-2015,Primary
congo,108.30199999999999,2010-2015,Primary
cook islands,93.4426,2010-2015,Primary
costa rica,113.50059999999999,2010-2015,Primary
croatia,96.38034999999999,2010-2015,Primary
cuba,98.3349,2010-2015,Primary
curaçao,157.6729,2010-2015,Primary
cyprus,100.61045,2010-2015,Primary
czechia,101.13380000000001,2010-2015,Primary
côte d’ivoire,80.6158,2010-2015,Primary
dem. rep. of the congo,101.2837,2010-2015,Primary
denmark,100.19295,2010-2015,Primary
djibouti,71.1387,2010-2015,Primary
dominica,109.1182,2010-2015,Primary
dominican republic,102.80940000000001,2010-2015,Primary
eastern asia,97.3187,2010-2015,Primary
ecuador,112.89645,2010-2015,Primary
egypt,102.2288,2010-2015,Primary
el salvador,108.09675,2010-2015,Primary
equatorial guinea,68.94630000000001,2010-2015,Primary
eritrea,75.17474999999999,2010-2015,Primary
estonia,99.9725,2010-2015,Primary
eswatini,115.7233,2010-2015,Primary
ethiopia,90.7176,2010-2015,Primary
europe,101.3681,2010-2015,Primary
fiji,107.2555,2010-2015,Primary
finland,99.77600000000001,2010-2015,Primary
france,101.5798,2010-2015,Primary
gabon,137.6858,2010-2015,Primary
gambia,83.0019,2010-2015,Primary
georgia,103.94409999999999,2010-2015,Primary
germany,101.52725000000001,2010-2015,Primary
ghana,104.5559,2010-2015,Primary
greece,97.31705,2010-2015,Primary
grenada,115.67150000000001,2010-2015,Primary
guatemala,107.64789999999999,2010-2015,Primary
guinea,80.50475,2010-2015,Primary
guinea-bissau,114.4615,2010-2015,Primary
guyana,95.52195,2010-2015,Primary
honduras,95.96515,2010-2015,Primary
hungary,101.0061,2010-2015,Primary
iceland,98.66915,2010-2015,Primary
india,112.35695,2010-2015,Primary
indonesia,107.8331,2010-2015,Primary
iran,104.91114999999999,2010-2015,Primary
ireland,102.29990000000001,2010-2015,Primary
israel,105.53659999999999,2010-2015,Primary
italy,101.6904,2010-2015,Primary
jordan,79.0651,2010-2015,Primary
kazakhstan,110.81565,2010-2015,Primary
kenya,106.1454,2010-2015,Primary
kiribati,114.8185,2010-2015,Primary
kuwait,103.06209999999999,2010-2015,Primary
kyrgyzstan,102.1834,2010-2015,Primary
lao people's dem. rep.,116.31795,2010-2015,Primary
latin america & the caribbean,110.87145,2010-2015,Primary
latvia,100.8381,2010-2015,Primary
lesotho,118.05135,2010-2015,Primary
liberia,93.0652,2010-2015,Primary
liechtenstein,102.29650000000001,2010-2015,Primary
lithuania,100.6326,2010-2015,Primary
luxembourg,97.6524,2010-2015,Primary
madagascar,143.72525000000002,2010-2015,Primary
malawi,142.2972,2010-2015,Primary
malaysia,102.48570000000001,2010-2015,Primary
mali,74.6776,2010-2015,Primary
malta,102.72315,2010-2015,Primary
marshall islands,93.2242,2010-2015,Primary
mauritania,101.9619,2010-2015,Primary
mauritius,103.28190000000001,2010-2015,Primary
mexico,108.76939999999999,2010-2015,Primary
micronesia,99.8544,2010-2015,Primary
mongolia,112.29745,2010-2015,Primary
montenegro,104.66775000000001,2010-2015,Primary
montserrat,95.9821,2010-2015,Primary
morocco,107.4268,2010-2015,Primary
mozambique,104.22305,2010-2015,Primary
myanmar,98.9819,2010-2015,Primary
namibia,115.68145,2010-2015,Primary
nauru,111.5899,2010-2015,Primary
nepal,149.9455,2010-2015,Primary
netherlands,106.95240000000001,2010-2015,Primary
new zealand,99.5338,2010-2015,Primary
nicaragua,120.1222,2010-2015,Primary
niger,62.065,2010-2015,Primary
nigeria,87.459,2010-2015,Primary
niue,134.5679,2010-2015,Primary
north macedonia,88.84795,2010-2015,Primary
northern africa,96.65745000000001,2010-2015,Primary
northern america,99.7311,2010-2015,Primary
norway,99.51294999999999,2010-2015,Primary
oceania,99.8211,2010-2015,Primary
oman,112.70304999999999,2010-2015,Primary
pakistan,77.51865000000001,2010-2015,Primary
palau,106.1046,2010-2015,Primary
panama,100.53455,2010-2015,Primary
papua new guinea,95.677,2010-2015,Primary
paraguay,101.9703,2010-2015,Primary
peru,105.6183,2010-2015,Primary
philippines,111.8504,2010-2015,Primary
poland,98.18795,2010-2015,Primary
portugal,107.8024,2010-2015,Primary
puerto rico,94.95975,2010-2015,Primary
qatar,102.3236,2010-2015,Primary
republic of korea,100.00970000000001,2010-2015,Primary
republic of moldova,93.1028,2010-2015,Primary
romania,98.3715,2010-2015,Primary
russian federation,98.0293,2010-2015,Primary
rwanda,146.08530000000002,2010-2015,Primary
saint kitts and nevis,109.4735,2010-2015,Primary
saint vincent & grenadines,107.91745,2010-2015,Primary
samoa,108.96465,2010-2015,Primary
san marino,112.0301,2010-2015,Primary
sao tome and principe,109.1184,2010-2015,Primary
saudi arabia,111.69975,2010-2015,Primary
senegal,88.45179999999999,2010-2015,Primary
serbia,98.50515,2010-2015,Primary
seychelles,109.25675,2010-2015,Primary
sierra leone,118.2852,2010-2015,Primary
sint maarten,128.8667,2010-2015,Primary
slovakia,100.13544999999999,2010-2015,Primary
slovenia,99.71065,2010-2015,Primary
solomon islands,111.7863,2010-2015,Primary
south africa,101.6636,2010-2015,Primary
south sudan,71.588,2010-2015,Primary
south-eastern asia,106.85730000000001,2010-2015,Primary
southern asia,107.57365,2010-2015,Primary
spain,105.7267,2010-2015,Primary
sri lanka,99.4278,2010-2015,Primary
state of palestine,93.88585,2010-2015,Primary
sub-saharan africa,96.2365,2010-2015,Primary
sudan,68.54984999999999,2010-2015,Primary
suriname,114.0829,2010-2015,Primary
sweden,112.69795,2010-2015,Primary
switzerland,103.5007,2010-2015,Primary
syrian arab republic,97.461,2010-2015,Primary
tajikistan,99.9024,2010-2015,Primary
thailand,99.58449999999999,2010-2015,Primary
timor-leste,122.70205,2010-2015,Primary
togo,120.2643,2010-2015,Primary
tonga,111.34575,2010-2015,Primary
"total, all countries or areas",102.22125,2010-2015,Primary
trinidad and tobago,104.351,2010-2015,Primary
tunisia,107.7076,2010-2015,Primary
turkey,103.3211,2010-2015,Primary
turkmenistan,87.5326,2010-2015,Primary
tuvalu,94.1341,2010-2015,Primary
uganda,117.71285,2010-2015,Primary
ukraine,99.60925,2010-2015,Primary
united arab emirates,104.061,2010-2015,Primary
united kingdom,103.20824999999999,2010-2015,Primary
united rep. of tanzania,91.9485,2010-2015,Primary
united states of america,99.6601,2010-2015,Primary
uruguay,110.49325,2010-2015,Primary
uzbekistan,95.38419999999999,2010-2015,Primary
vanuatu,119.08785,2010-2015,Primary
venezuela,100.85785,2010-2015,Primary
viet nam,106.70075,2010-2015,Primary
western asia,98.19645,2010-2015,Primary
yemen,85.7604,2010-2015,Primary
zambia,107.3136,2010-2015,Primary
zimbabwe,108.7118,2010-2015,Primary
afghanistan,18.7953,2005-2010,Secondary
albania,76.5058,2005-2010,Secondary
algeria,82.6705,2005-2010,Secondary
anguilla,98.35849999999999,2005-2010,Secondary
argentina,96.801,2005-2010,Secondary
aruba,96.1139,2005-2010,Secondary
